Name	Description	Accession	cog_table	EG18NEC_Bin13	EG18NEC_Bin8	EG18NEC_Bin12	EG18NEC_Bin13	EG18NEC_Bin8
SunT	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	0	2	2	0	2
CitE	Citrate lyase beta subunit	COG2301	Citrate lyase beta subunit	2	1	1	2	1
BetA	Choline dehydrogenase and related flavoproteins	COG2303	Choline dehydrogenase and related flavoproteins	5	2	4	5	2
IndA	Uncharacterized enzyme involved in pigment biosynthesis	COG2313	Uncharacterized enzyme involved in pigment biosynthesis	1	2	1	1	2
MmcQ	Uncharacterized protein conserved in bacteria	COG2315	Uncharacterized protein conserved in bacteria	2	0	1	2	0
COG2319	FOG: WD40 repeat	COG2319	FOG: WD40 repeat	1	1	1	1	1
COG2321	Predicted metalloprotease	COG2321	Predicted metalloprotease	1	1	1	1	1
COG2326	Uncharacterized conserved protein	COG2326	Uncharacterized conserved protein	2	2	2	2	2
COG2329	Uncharacterized enzyme involved in biosynthesis of extracellular polysaccharides	COG2329	Uncharacterized enzyme involved in biosynthesis of extracellular polysaccharides	0	0	2	0	0
CcmE	Cytochrome c-type biogenesis protein CcmE	COG2332	Cytochrome c-type biogenesis protein CcmE	1	1	2	1	1
COG2334	Putative homoserine kinase type II (protein kinase fold)	COG2334	Putative homoserine kinase type II (protein kinase fold)	1	3	2	1	3
COG2335	Secreted and surface protein containing fasciclin-like repeats	COG2335	Secreted and surface protein containing fasciclin-like repeats	0	0	2	0	0
COG2345	Predicted transcriptional regulator	COG2345	Predicted transcriptional regulator	0	0	1	0	0
COG2346	Truncated hemoglobins	COG2346	Truncated hemoglobins	0	1	2	0	1
COG2350	Uncharacterized protein conserved in bacteria	COG2350	Uncharacterized protein conserved in bacteria	1	2	2	1	2
COG2351	Transthyretin-like protein	COG2351	Transthyretin-like protein	1	1	1	1	1
COG2353	Uncharacterized conserved protein	COG2353	Uncharacterized conserved protein	2	0	2	2	0
COG2355	Zn-dependent dipeptidase, microsomal dipeptidase homolog	COG2355	Zn-dependent dipeptidase, microsomal dipeptidase homolog	1	1	3	1	1
Imp	TRAP-type uncharacterized transport system, periplasmic component	COG2358	TRAP-type uncharacterized transport system, periplasmic component	1	0	2	1	0
Aat	Leu/Phe-tRNA-protein transferase	COG2360	Leu/Phe-tRNA-protein transferase	1	1	1	1	1
HupE	Hydrogenase/urease accessory protein	COG2370	Hydrogenase/urease accessory protein	1	0	1	1	0
COG2374	Predicted extracellular nuclease	COG2374	Predicted extracellular nuclease	0	1	1	0	1
DAK1	Dihydroxyacetone kinase	COG2376	Dihydroxyacetone kinase	0	0	2	0	0
COG2377	Predicted molecular chaperone distantly related to HSP70-fold metalloproteases	COG2377	Predicted molecular chaperone distantly related to HSP70-fold metalloproteases	1	2	1	1	2
COG2378	Predicted transcriptional regulator	COG2378	Predicted transcriptional regulator	4	1	4	4	1
GckA	Putative glycerate kinase	COG2379	Putative glycerate kinase	1	1	2	1	1
Fes	Enterochelin esterase and related enzymes	COG2382	Enterochelin esterase and related enzymes	0	0	2	0	0
CcmB	ABC-type transport system involved in cytochrome c biogenesis, permease component	COG2386	ABC-type transport system involved in cytochrome c biogenesis, permease component	1	1	1	1	1
COG2388	Predicted acetyltransferase	COG2388	Predicted acetyltransferase	0	0	1	0	0
DeoR	Transcriptional regulator, contains sigma factor-related N-terminal domain	COG2390	Transcriptional regulator, contains sigma factor-related N-terminal domain	0	1	2	0	1
COG2391	Predicted transporter component	COG2391	Predicted transporter component	3	0	2	3	0
COG2421	Predicted acetamidase/formamidase	COG2421	Predicted acetamidase/formamidase	0	0	1	0	0
COG2423	Predicted ornithine cyclodeaminase, mu-crystallin homolog	COG2423	Predicted ornithine cyclodeaminase, mu-crystallin homolog	1	2	3	1	2
FixX	Ferredoxin-like protein	COG2440	Ferredoxin-like protein	1	1	1	1	1
COG2452	Predicted site-specific integrase-resolvase	COG2452	Predicted site-specific integrase-resolvase	0	0	1	0	0
PrpB	PEP phosphonomutase and related enzymes	COG2513	PEP phosphonomutase and related enzymes	1	1	2	1	1
Acd	1-aminocyclopropane-1-carboxylate deaminase	COG2515	1-aminocyclopropane-1-carboxylate deaminase	1	1	1	1	1
Pcm	Protein-L-isoaspartate carboxylmethyltransferase	COG2518	Protein-L-isoaspartate carboxylmethyltransferase	2	2	3	2	2
COG2602	Beta-lactamase class D	COG2602	Beta-lactamase class D	1	0	1	1	0
EbsC	Uncharacterized conserved protein	COG2606	Uncharacterized conserved protein	0	0	1	0	0
COG2607	Predicted ATPase (AAA+ superfamily)	COG2607	Predicted ATPase (AAA+ superfamily)	1	2	1	1	2
AceE	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	COG2609	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	0	0	2	0	0
COG2717	Predicted membrane protein	COG2717	Predicted membrane protein	0	1	1	0	1
UxaA	Altronate dehydratase	COG2721	Altronate dehydratase	2	2	7	2	2
COG2740	Predicted nucleic-acid-binding protein implicated in transcription termination	COG2740	Predicted nucleic-acid-binding protein implicated in transcription termination	1	1	1	1	1
TesA	Lysophospholipase L1 and related esterases	COG2755	Lysophospholipase L1 and related esterases	2	2	3	2	2
MIS1	Formyltetrahydrofolate synthetase	COG2759	Formyltetrahydrofolate synthetase	1	1	1	1	1
FrnE	Predicted dithiol-disulfide isomerase involved in polyketide biosynthesis	COG2761	Predicted dithiol-disulfide isomerase involved in polyketide biosynthesis	1	1	1	1	1
PhnB	Uncharacterized protein conserved in bacteria	COG2764	Uncharacterized protein conserved in bacteria	0	0	3	0	0
CsgD	DNA-binding HTH domain-containing proteins	COG2771	DNA-binding HTH domain-containing proteins	3	0	10	3	0
Tra5	Transposase and inactivated derivatives	COG2801	Transposase and inactivated derivatives	2	1	3	2	1
COG2802	Uncharacterized protein, similar to the N-terminal domain of Lon protease	COG2802	Uncharacterized protein, similar to the N-terminal domain of Lon protease	1	1	1	1	1
DnaX	DNA polymerase III, gamma/tau subunits	COG2812	DNA polymerase III, gamma/tau subunits	2	2	2	2	2
AraJ	Arabinose efflux permease	COG2814	Arabinose efflux permease	6	8	9	6	8
NPY1	NTP pyrophosphohydrolases containing a Zn-finger, probably nucleic-acid-binding	COG2816	NTP pyrophosphohydrolases containing a Zn-finger, probably nucleic-acid-binding	1	1	1	1	1
Tag	3-methyladenine DNA glycosylase	COG2818	3-methyladenine DNA glycosylase	1	1	1	1	1
MltA	Membrane-bound lytic murein transglycosylase	COG2821	Membrane-bound lytic murein transglycosylase	1	1	1	1	1
COG2822	Predicted periplasmic lipoprotein involved in iron transport	COG2822	Predicted periplasmic lipoprotein involved in iron transport	0	0	1	0	0
PhnA	Uncharacterized Zn-ribbon-containing protein involved in phosphonate metabolism	COG2824	Uncharacterized Zn-ribbon-containing protein involved in phosphonate metabolism	0	1	1	0	1
FhaC	Hemolysin activation/secretion protein	COG2831	Hemolysin activation/secretion protein	1	1	2	1	1
COG2832	Uncharacterized protein conserved in bacteria	COG2832	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG2833	Uncharacterized protein conserved in bacteria	COG2833	Uncharacterized protein conserved in bacteria	0	1	1	0	1
LolA	Outer membrane lipoprotein-sorting protein	COG2834	Outer membrane lipoprotein-sorting protein	1	1	1	1	1
COG2835	Uncharacterized conserved protein	COG2835	Uncharacterized conserved protein	1	1	1	1	1
COG2840	Uncharacterized protein conserved in bacteria	COG2840	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG2841	Uncharacterized protein conserved in bacteria	COG2841	Uncharacterized protein conserved in bacteria	0	0	1	0	0
GlnD	UTP:GlnB (protein PII) uridylyltransferase	COG2844	UTP:GlnB (protein PII) uridylyltransferase	1	1	1	1	1
COG2846	Regulator of cell morphogenesis and NO signaling	COG2846	Regulator of cell morphogenesis and NO signaling	0	0	1	0	0
COG2847	Copper(I)-binding protein	COG2847	Copper(I)-binding protein	1	1	3	1	1
CYT1	Cytochrome c1	COG2857	Cytochrome c1	1	1	1	1	1
COG2860	Predicted membrane protein	COG2860	Predicted membrane protein	0	1	1	0	1
COG2861	Uncharacterized protein conserved in bacteria	COG2861	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG2863	Cytochrome c553	COG2863	Cytochrome c553	0	0	1	0	0
COG2866	Predicted carboxypeptidase	COG2866	Predicted carboxypeptidase	0	0	1	0	0
COG2867	Oligoketide cyclase/lipid transport protein	COG2867	Oligoketide cyclase/lipid transport protein	1	0	1	1	0
COG2872	Predicted metal-dependent hydrolases related to alanyl-tRNA synthetase HxxxH domain	COG2872	Predicted metal-dependent hydrolases related to alanyl-tRNA synthetase HxxxH domain	0	1	1	0	1
MET17	O-acetylhomoserine sulfhydrylase	COG2873	O-acetylhomoserine sulfhydrylase	1	1	1	1	1
CobM	Precorrin-4 methylase	COG2875	Precorrin-4 methylase	1	1	1	1	1
KdsA	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	COG2877	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	1	1	1	1	1
FtsE	Predicted ATPase involved in cell division	COG2884	Predicted ATPase involved in cell division	1	1	1	1	1
OmpA	Outer membrane protein and related peptidoglycan-associated (lipo)proteins	COG2885	Outer membrane protein and related peptidoglycan-associated (lipo)proteins	4	2	3	4	2
COG2887	RecB family exonuclease	COG2887	RecB family exonuclease	1	1	1	1	1
HemK	Methylase of polypeptide chain release factors	COG2890	Methylase of polypeptide chain release factors	1	1	1	1	1
ManX	Phosphotransferase system, mannose/fructose-specific component IIA	COG2893	Phosphotransferase system, mannose/fructose-specific component IIA	1	1	1	1	1
CysN	GTPases - Sulfate adenylate transferase subunit 1	COG2895	GTPases - Sulfate adenylate transferase subunit 1	1	1	1	1	1
MoaA	Molybdenum cofactor biosynthesis enzyme	COG2896	Molybdenum cofactor biosynthesis enzyme	1	1	1	1	1
SseA	Rhodanese-related sulfurtransferase	COG2897	Rhodanese-related sulfurtransferase	2	1	1	2	1
SlyX	Uncharacterized protein conserved in bacteria	COG2900	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG2902	NAD-specific glutamate dehydrogenase	COG2902	NAD-specific glutamate dehydrogenase	1	1	1	1	1
COG2907	Predicted NAD/FAD-binding protein	COG2907	Predicted NAD/FAD-binding protein	1	2	1	1	2
COG2908	Uncharacterized protein conserved in bacteria	COG2908	Uncharacterized protein conserved in bacteria	1	0	1	1	0
COG2911	Uncharacterized protein conserved in bacteria	COG2911	Uncharacterized protein conserved in bacteria	2	0	1	2	0
OlmA	Outer membrane lipoprotein OmlA (small protein A)	COG2913	Outer membrane lipoprotein OmlA (small protein A)	1	1	2	1	1
COG2917	Intracellular septation protein A	COG2917	Intracellular septation protein A	1	1	1	1	1
COG2919	Septum formation initiator	COG2919	Septum formation initiator	1	1	1	1	1
HolC	DNA polymerase III, chi subunit	COG2927	DNA polymerase III, chi subunit	1	1	1	1	1
COG2928	Uncharacterized conserved protein	COG2928	Uncharacterized conserved protein	1	1	1	1	1
COG2931	RTX toxins and related Ca2+-binding proteins	COG2931	RTX toxins and related Ca2+-binding proteins	7	2	10	7	2
COG2932	Predicted transcriptional regulator	COG2932	Predicted transcriptional regulator	1	1	2	1	1
COG2935	Putative arginyl-tRNA:protein arginylyltransferase	COG2935	Putative arginyl-tRNA:protein arginylyltransferase	1	1	1	1	1
COG2938	Uncharacterized conserved protein	COG2938	Uncharacterized conserved protein	1	0	1	1	0
COG2942	N-acyl-D-glucosamine 2-epimerase	COG2942	N-acyl-D-glucosamine 2-epimerase	1	1	1	1	1
COG2945	Predicted hydrolase of the alpha/beta superfamily	COG2945	Predicted hydrolase of the alpha/beta superfamily	1	1	2	1	1
COG2947	Uncharacterized conserved protein	COG2947	Uncharacterized conserved protein	1	1	1	1	1
MltB	Membrane-bound lytic murein transglycosylase B	COG2951	Membrane-bound lytic murein transglycosylase B	3	4	4	3	4
COG2957	Peptidylarginine deiminase and related enzymes	COG2957	Peptidylarginine deiminase and related enzymes	1	0	1	1	0
COG2960	Uncharacterized protein conserved in bacteria	COG2960	Uncharacterized protein conserved in bacteria	1	1	1	1	1
ComJ	Protein involved in catabolism of external DNA	COG2961	Protein involved in catabolism of external DNA	0	1	1	0	1
COG2963	Transposase and inactivated derivatives	COG2963	Transposase and inactivated derivatives	4	0	2	4	0
ApaG	Uncharacterized protein affecting Mg2+/Co2+ transport	COG2967	Uncharacterized protein affecting Mg2+/Co2+ transport	1	1	1	1	1
COG2968	Uncharacterized conserved protein	COG2968	Uncharacterized conserved protein	2	1	2	2	1
COG2971	Predicted N-acetylglucosamine kinase	COG2971	Predicted N-acetylglucosamine kinase	1	1	1	1	1
COG2979	Uncharacterized protein conserved in bacteria	COG2979	Uncharacterized protein conserved in bacteria	0	0	1	0	0
CysZ	Uncharacterized protein involved in cysteine biosynthesis	COG2981	Uncharacterized protein involved in cysteine biosynthesis	1	1	1	1	1
AsmA	Uncharacterized protein involved in outer membrane biogenesis	COG2982	Uncharacterized protein involved in outer membrane biogenesis	3	2	2	3	2
COG2983	Uncharacterized conserved protein	COG2983	Uncharacterized conserved protein	1	1	1	1	1
COG2984	ABC-type uncharacterized transport system, periplasmic component	COG2984	ABC-type uncharacterized transport system, periplasmic component	0	0	1	0	0
HutH	Histidine ammonia-lyase	COG2986	Histidine ammonia-lyase	0	0	1	0	0
HutU	Urocanate hydratase	COG2987	Urocanate hydratase	0	0	1	0	0
COG2989	Uncharacterized protein conserved in bacteria	COG2989	Uncharacterized protein conserved in bacteria	2	3	2	2	3
CcoO	Cbb3-type cytochrome oxidase, cytochrome c subunit	COG2993	Cbb3-type cytochrome oxidase, cytochrome c subunit	1	1	1	1	1
PqiA	Uncharacterized paraquat-inducible protein A	COG2995	Uncharacterized paraquat-inducible protein A	0	0	1	0	0
ERG3	Sterol desaturase	COG3000	Sterol desaturase	1	2	3	1	2
COG3011	Predicted thiol-disulfide oxidoreductase	COG3011	Predicted thiol-disulfide oxidoreductase	0	1	1	0	1
ampD	N-acetyl-anhydromuramyl-L-alanine amidase	COG3023	N-acetyl-anhydromuramyl-L-alanine amidase	1	2	1	1	2
COG3024	Uncharacterized protein conserved in bacteria	COG3024	Uncharacterized protein conserved in bacteria	0	1	1	0	1
zapA	Cell division protein ZapA (stimulator of FtsZ polymerization and Z-ring component)	COG3027	Cell division protein ZapA (stimulator of FtsZ polymerization and Z-ring component)	1	1	1	1	1
FxsA	Protein affecting phage T7 exclusion by the F plasmid	COG3030	Protein affecting phage T7 exclusion by the F plasmid	1	1	1	1	1
COG3034	Uncharacterized protein conserved in bacteria	COG3034	Uncharacterized protein conserved in bacteria	3	2	1	3	2
CybB	Cytochrome B561	COG3038	Cytochrome B561	2	2	3	2	2
TolA	Membrane protein involved in colicin uptake	COG3064	Membrane protein involved in colicin uptake	0	0	2	0	0
CcmH	Uncharacterized protein involved in biosynthesis of c-type cytochromes	COG3088	Uncharacterized protein involved in biosynthesis of c-type cytochromes	1	1	2	1	1
DctM	TRAP-type C4-dicarboxylate transport system, small permease component	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component	6	5	11	6	5
VapI	Plasmid maintenance system antidote protein	COG3093	Plasmid maintenance system antidote protein	0	0	1	0	0
COG3106	Predicted ATPase	COG3106	Predicted ATPase	1	3	1	1	3
COG3108	Uncharacterized protein conserved in bacteria	COG3108	Uncharacterized protein conserved in bacteria	3	2	2	3	2
COG3118	Thioredoxin domain-containing protein	COG3118	Thioredoxin domain-containing protein	2	3	2	2	3
COG3127	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component	COG3127	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component	1	1	1	1	1
COG3129	Predicted SAM-dependent methyltransferase	COG3129	Predicted SAM-dependent methyltransferase	0	0	1	0	0
CutC	Uncharacterized protein involved in copper resistance	COG3142	Uncharacterized protein involved in copper resistance	0	0	1	0	0
COG3146	Uncharacterized protein conserved in bacteria	COG3146	Uncharacterized protein conserved in bacteria	1	1	1	1	1
DedD	Uncharacterized protein conserved in bacteria	COG3147	Uncharacterized protein conserved in bacteria	0	1	1	0	1
COG3152	Predicted membrane protein	COG3152	Predicted membrane protein	0	0	1	0	0
COG3153	Predicted acetyltransferase	COG3153	Predicted acetyltransferase	2	1	3	2	1
COG3164	Predicted membrane protein	COG3164	Predicted membrane protein	0	1	1	0	1
FimV	Tfp pilus assembly protein FimV	COG3170	Tfp pilus assembly protein FimV	0	0	1	0	0
COX11	Cytochrome oxidase assembly factor	COG3175	Cytochrome oxidase assembly factor	1	1	1	1	1
COG3176	Putative hemolysin	COG3176	Putative hemolysin	1	2	2	1	2
COG3178	Predicted phosphotransferase related to Ser/Thr protein kinases	COG3178	Predicted phosphotransferase related to Ser/Thr protein kinases	1	1	1	1	1
AbrB	Putative ammonia monooxygenase	COG3180	Putative ammonia monooxygenase	0	0	1	0	0
COG3181	Uncharacterized protein conserved in bacteria	COG3181	Uncharacterized protein conserved in bacteria	1	1	5	1	1
PiuB	Uncharacterized iron-regulated membrane protein	COG3182	Uncharacterized iron-regulated membrane protein	0	1	2	0	1
COG3184	Uncharacterized protein conserved in bacteria	COG3184	Uncharacterized protein conserved in bacteria	1	2	1	1	2
COG3185	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	COG3185	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	1	1	2	1	1
COG3186	Phenylalanine-4-hydroxylase	COG3186	Phenylalanine-4-hydroxylase	1	0	1	1	0
DmpA	L-aminopeptidase/D-esterase	COG3191	L-aminopeptidase/D-esterase	1	0	1	1	0
GlcG	Uncharacterized protein, possibly involved in utilization of glycolate and propanediol	COG3193	Uncharacterized protein, possibly involved in utilization of glycolate and propanediol	0	0	2	0	0
DAL3	Ureidoglycolate hydrolase	COG3194	Ureidoglycolate hydrolase	1	1	1	1	1
COG3195	Uncharacterized protein conserved in bacteria	COG3195	Uncharacterized protein conserved in bacteria	1	1	1	1	1
FixS	Uncharacterized protein, possibly involved in nitrogen fixation	COG3197	Uncharacterized protein, possibly involved in nitrogen fixation	1	1	1	1	1
AroG	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	COG3200	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	1	2	1	1	2
COG3205	Predicted membrane protein	COG3205	Predicted membrane protein	0	0	2	0	0
GumC	Uncharacterized protein involved in exopolysaccharide biosynthesis	COG3206	Uncharacterized protein involved in exopolysaccharide biosynthesis	0	1	2	0	1
FhaB	Large exoproteins involved in heme utilization or adhesion	COG3210	Large exoproteins involved in heme utilization or adhesion	2	1	1	2	1
PhoX	Predicted phosphatase	COG3211	Predicted phosphatase	1	0	1	1	0
NnrS	Uncharacterized protein involved in response to NO	COG3213	Uncharacterized protein involved in response to NO	1	0	1	1	0
COG3214	Uncharacterized protein conserved in bacteria	COG3214	Uncharacterized protein conserved in bacteria	1	1	1	1	1
